지점,지점명,일시,최고기온(°C),최저기온(°C),평균현지기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),합계 일조시간(hr),일조율(%)
216,태백,2024-06,33.7,5.6,928,65,113.1,1.2,4.8,229.5,53.92
216,태백,2024-07,33.3,16.3,928,77,303.6,1.8,7.1,124.3,27.79
216,태백,2024-08,33.8,15.5,929.6,80,144.1,1.4,5.3,171.3,40.77
216,태백,2024-09,32.7,7.6,934.5,85,289.7,1.3,7.1,105.1,28.23
216,태백,2024-10,23.4,.4,938.2,82,149.8,1.2,6.3,57.4,26.38
216,태백,2024-11,20.5,-5.7,937.3,74,38.3,1.4,5.2,,
216,태백,2024-12,12.4,-11.9,934.4,50,2.3,1.6,3.4,2.2,11.4
216,태백,2025-01,8.8,-18.1,935.1,60,23.3,1.5,4.5,125.9,45.04
216,태백,2025-02,13.4,-19.2,934.3,47,3.3,1.6,3.2,199,65.55
216,태백,2025-03,22.3,-13.7,933.2,60,109.5,1.7,5.2,176.1,47.43
217,정선군,2023-04,28.6,-2.2,978.8,56,48.1,2,4.7,162.6,41.19
217,정선군,2023-05,31.3,1.6,978.2,65,128.3,1.4,5.7,195.1,44.4
217,정선군,2023-06,34.2,10,972.8,71,181.6,1.3,5.6,177.2,44.68
217,정선군,2023-07,36.3,16.9,973,81,378.2,1.1,7,107.1,24.69
217,정선군,2023-08,37.5,18.5,971.4,78,255.2,1.2,6.9,160.9,38.19
217,정선군,2023-09,33.2,11.7,978.3,79,175.5,1,6.5,131.3,35.16
217,정선군,2023-10,24.2,-1.8,982.5,75,25.1,1.1,4.8,169,48.44
217,정선군,2023-11,25.8,-10.6,983.2,61,58.2,1.6,3.6,157.4,51.42
217,정선군,2023-12,17.6,-17.2,986.2,66,99.2,1.4,4.1,134.5,44.97
217,정선군,2024-01,12.1,-17.7,986.1,64,14.1,1.4,3.3,146.2,47.54
217,정선군,2024-02,16.6,-10.3,987.4,73,80.7,1,6.9,75.4,24.04
217,정선군,2024-03,21.2,-12.3,980.3,57,50.2,1.6,4.7,178.5,48.06
217,정선군,2024-04,32.2,-2,977.8,59,35.9,1.3,5.3,181,45.76
217,정선군,2024-05,31.7,1.2,976.8,61,77,1.5,4.4,240.4,54.61
217,정선군,2024-06,37.4,5.6,972.3,66,163.5,1.3,4.7,43.2,49.26
217,정선군,2024-07,35.7,17.8,971.9,76,341,1.3,7.5,44.5,26.02
217,정선군,2024-08,37.3,17.7,973,75,75.7,1.3,4.6,188.8,44.93
217,정선군,2024-09,37.1,10.5,978.8,78,243.9,1.1,6.8,121.1,32.52
217,정선군,2024-10,25.3,3.6,984.3,80,156.2,1,6.7,114.6,32.93
217,정선군,2024-11,22.6,-5.1,984.6,71,23.5,1.2,5.1,130.6,42.75
217,정선군,2024-12,12,-14,983.8,52,3.2,1.7,3.4,174.8,58.48
217,정선군,2025-01,9.7,-19.3,984.7,61,19.8,1.3,4.6,152.1,49.4
217,정선군,2025-02,14.2,-19,984.1,48,3.2,1.8,2.6,211.2,69.61
217,정선군,2025-03,25.6,-7.2,980.6,58,43.5,1.6,5.2,179.2,51.41
221,제천,2023-04,27.1,-2.7,983.3,64,48.6,1.6,5.2,182.1,46.17
221,제천,2023-05,30.4,1.2,982.6,67,167.1,1.3,5.6,244,55.59
221,제천,2023-06,32.8,10.8,976.9,76,231.3,1.2,5.9,219.1,49.77
221,제천,2023-07,34,18.7,978.1,89,605.3,.9,6.8,148.2,33.09
221,제천,2023-08,34.3,16.9,976.3,85,240.9,1.1,6.5,179.8,42.72
221,제천,2023-09,30.7,11.5,983.2,86,234.6,1,6.3,168.3,45.08
221,제천,2023-10,22.4,-.9,988,84,33.8,.9,4.7,195.2,55.93
221,제천,2023-11,24.8,-9.2,989.4,72,49.8,1.5,3.7,185.3,60.44
221,제천,2023-12,16.9,-16.2,992,76,105.5,1.4,4,154.1,51.45
221,제천,2024-01,10.5,-15.1,992.1,75,24.8,1.4,3.7,172.5,55.97
221,제천,2024-02,16.6,-8.3,992.1,79,78.9,1.5,6.5,106,33.76
221,제천,2024-03,21.1,-11.4,986,63,52.2,1.8,4.3,197.6,53.18
221,제천,2024-04,28.4,.4,982.9,65,54.7,1.6,5.2,199.6,50.48
221,제천,2024-05,28.5,4.8,982.3,70,128.7,1.4,4.1,251.8,63.54
221,제천,2024-06,34.6,8.3,977.6,71,171.7,1.1,4.6,263.1,59.75
221,제천,2024-07,31.9,19.3,977.2,88,467.8,1.2,7.2,104.8,23.42
221,제천,2024-08,35,18.1,978,84,99.1,.9,4.4,229.6,54.64
221,제천,2024-09,33.5,10.8,983.6,84,195.6,1.1,5.8,170.8,45.88
221,제천,2024-10,22.8,3.7,989.3,86,114.1,.9,6,136.6,39.25
221,제천,2024-11,21.9,-9.8,990.2,80,42.1,1,4.4,149.5,56.22
221,제천,2024-12,11.8,-13.2,990.3,66,3.1,1.4,3.6,206.7,69.06
221,제천,2025-01,8.5,-18.2,991,72,21.7,1.3,4.5,177.9,57.65
221,제천,2025-02,12.8,-19.6,990.8,62,6.9,1.8,2.6,234.5,80.25
221,제천,2025-03,24.1,-5.8,986.4,64,51.4,1.7,5.1,193.8,52.19
226,보은,2023-04,24.9,-1.8,994.6,64,51.9,1.6,5,195.2,49.58
226,보은,2023-05,31,3.2,993.1,70,146.4,1.2,5.6,214.8,49.11
226,보은,2023-06,32.1,12.5,987.5,76,169.3,1.3,6,219.7,50.08
226,보은,2023-07,33.6,18.1,988.4,88,796.9,1.1,6.9,140.4,31.48
226,보은,2023-08,34.5,17.6,986.2,84,242.9,1.2,6.2,195,46.46
226,보은,2023-09,30.3,12.1,993.4,86,243.2,.9,6.4,149.3,40.02
226,보은,2023-10,22.7,.7,998.7,80,14.5,.8,4.4,210.2,60.14
226,보은,2023-11,26,-7.7,1000.9,73,39.6,1.4,3.7,175.4,56.99
226,보은,2023-12,19.1,-13.7,1003.4,77,108.1,1.2,4,108.3,41.21
226,보은,2024-01,12.9,-13.2,1003.8,75,34.1,1.3,4.2,144.7,46.74
226,보은,2024-02,17.8,-6.9,1003.1,78,79.6,1.2,6.4,96.8,30.72
226,보은,2024-03,20.5,-9.3,997.5,65,50.7,1.5,4.3,189.4,50.96
226,보은,2024-04,28.2,1.2,993.6,66,45.8,1.3,5.2,199.9,50.67
226,보은,2024-05,28.5,5.5,993.2,71,128.4,1.4,3.9,276.9,63.22
226,보은,2024-06,34.5,10.9,988.3,72,70.1,1.1,4.6,252,57.43
226,보은,2024-07,33.4,20.2,987.7,85,513.8,1.3,7,125.9,28.26
226,보은,2024-08,34.5,19,988.1,81,47.6,1.1,4.1,120.8,47.41
226,보은,2024-09,34.8,11.8,993.6,81,148.1,1,5.3,183.2,49.23
226,보은,2024-10,23.3,4.4,1000,86,99.4,.9,6,136,38.99
226,보은,2024-11,23,-4.7,1001.4,77,29.6,1,4.4,177.6,57.77
226,보은,2024-12,15.2,-10.6,1002.3,70,5.6,1.2,4.7,170.9,56.63
226,보은,2025-01,11,-16.9,1002.8,71,13.7,1.1,4.5,168.5,54.32
226,보은,2025-02,14.9,-15,1003,63,10.1,1.7,3.4,216.5,71.1
226,보은,2025-03,25.9,-5.6,997.8,64,45.9,1.5,5,196.6,52.92
232,천안,2023-04,27.2,-1.5,1005,64,29.6,1.6,5.2,192.2,48.77
232,천안,2023-05,31.2,3.6,1003.3,71,116.9,1.3,5.3,230.3,52.57
232,천안,2023-06,33,12.3,997.5,76,178.9,1.3,5.6,218,49.59
232,천안,2023-07,33.7,19.3,998.1,89,574.9,1.1,6.7,149.9,33.55
232,천안,2023-08,35,18.7,996.1,81,196.5,1.2,6.3,190.2,45.25
232,천안,2023-09,31.2,12.9,1003.5,82,180.1,1.1,6.1,159.1,42.64
232,천안,2023-10,23.6,1.6,1009.2,78,28.7,.9,4.3,202.4,57.93
232,천안,2023-11,25.8,-7.4,1011.8,72,56.9,1.4,4,100.4,54.04
232,천안,2023-12,19.1,-14.7,1014.5,77,89.5,1.3,4.5,58,31.44
232,천안,2024-01,11.6,-13.9,1015.3,75,34.9,1.2,4,139.5,45.15
232,천안,2024-02,18.7,-6.2,1014.1,79,89.7,1.6,6.2,96.9,30.79
232,천안,2024-03,20.5,-9.5,1008.4,63,41.3,1.7,4,204.6,55.06
232,천안,2024-04,27.8,1.3,1004,65,48.2,1.4,5,203.4,51.52
232,천안,2024-05,27.9,6.2,1003.6,70,107.7,1.3,3.9,258.1,60.79
232,천안,2024-06,34.7,10.8,998.4,69,106.4,1.2,4.3,273.7,62.23
232,천안,2024-07,33.1,20.8,997.5,85,509.9,1.3,6.8,116.2,26.04
232,천안,2024-08,35.1,21,998,81,66.4,1,4.3,237.6,56.67
232,천안,2024-09,34.1,13.1,1003.7,81,318,1.2,5.6,169.7,45.58
232,천안,2024-10,24,4.7,1010.4,84,99.7,1,5.6,146.4,42
232,천안,2024-11,23.4,-4.6,1012.2,76,39.5,.9,4.4,174.1,56.75
232,천안,2024-12,15.7,-10.1,1013.7,70,15.2,1,4.1,175.2,58.19
232,천안,2025-01,9.9,-17.2,1014.1,70,8,1.1,4.6,164.8,53.25
232,천안,2025-02,14.7,-16.5,1014.5,64,13.2,1.4,3.4,210.2,69.1
232,천안,2025-03,26.9,-4.5,1008.6,62,49.5,1.8,4.7,209.5,56.42
235,보령,2023-04,24,.4,1013.3,65,42.4,1.8,5.2,187.8,47.71
235,보령,2023-05,28.6,6.4,1011.3,71,190.8,1.4,5.6,211.1,48.31
235,보령,2023-06,32.4,14.1,1005.7,80,95.1,1.5,6,220.3,50.34
235,보령,2023-07,33.6,20.8,1005.7,87,772.2,2.1,6.9,146.6,32.9
235,보령,2023-08,35.2,19.8,1003.7,80,107.8,1.2,5.7,224.2,53.44
235,보령,2023-09,32.2,15,1011,79,288.4,1.2,6.2,169.6,45.48
235,보령,2023-10,25.8,5.7,1017.3,72,25.5,1.1,4.1,228.7,65.36
235,보령,2023-11,24.2,-3.3,1020.2,68,65.2,2.1,5.5,144.3,46.81
235,보령,2023-12,18.1,-11.3,1022.7,74,112.5,1.8,6.8,103.6,34.29
235,보령,2024-01,11,-8.4,1023.6,70,29.5,1.5,5.1,146.7,47.31
235,보령,2024-02,16,-3.6,1022.1,76,92.6,1.7,6,107.6,34.13
235,보령,2024-03,21.6,-7.7,1017,69,35.8,2,4.2,167.8,55.45
235,보령,2024-04,26.7,2.1,1012,71,48.8,1.5,5.3,193.7,49.11
235,보령,2024-05,26.6,7.4,1011.8,75,130.9,1.9,4,259.3,59.26
235,보령,2024-06,32.6,11.9,1006.4,76,89,1.6,4.8,251.1,57.37
235,보령,2024-07,35.3,20,1005,86,557.3,3.4,6.8,127.8,28.72
235,보령,2024-08,36.4,22.2,1005.3,81,149.7,1.8,3.9,251.1,59.97
235,보령,2024-09,37.1,16.6,1010.8,78,234.9,1.6,4.9,202.1,54.31
235,보령,2024-10,26.3,6.9,1017.9,77,58.3,1.6,5,152.3,43.65
235,보령,2024-11,23.7,-2.2,1020.2,69,49,1.8,4.5,171.7,55.8
235,보령,2024-12,16.6,-7.5,1022.1,68,18.5,1.8,5.7,131.9,43.68
235,보령,2025-01,11.3,-12.3,1022.6,70,31.7,1.8,5.1,151.9,48.89
235,보령,2025-02,15.2,-11.3,1023.4,65,10,1.9,4.1,180.1,59.13
235,보령,2025-03,26.8,-4.4,1016.9,66,49.5,2.6,4.5,220,59.22
236,부여,2023-04,26.7,-.6,1013.4,65,60.6,1.5,4.9,191.3,48.63
236,부여,2023-05,30.2,4.8,1011.4,72,248.1,1.2,5.5,206.7,48.87
236,부여,2023-06,34.6,14.6,1005.5,76,122.2,1.3,5.8,217.7,49.77
236,부여,2023-07,34.4,19.7,1006,88,880.3,1.2,7,138.2,31.04
236,부여,2023-08,36.2,20,1003.8,83,300.6,1,6.1,200.1,47.71
236,부여,2023-09,32.5,13.7,1011.2,84,303,.9,6.2,152.4,40.85
236,부여,2023-10,24.9,2.6,1017.5,80,16.7,.8,4.3,202.8,57.94
236,부여,2023-11,25.7,-5.2,1020.4,75,58.1,1.3,4.2,167.5,54.31
236,부여,2023-12,19.8,-13,1023.2,81,122.2,1.1,5.1,112.2,38.39
236,부여,2024-01,13.7,-10.4,1023.9,75,43.9,1.1,3.9,154.4,49.79
236,부여,2024-02,18,-5.8,1022.5,80,135.8,1.1,6,102.7,32.57
236,부여,2024-03,21.9,-8.5,1017.1,68,49.8,1.5,4.3,198.4,53.36
236,부여,2024-04,28.9,1.6,1012.1,72,58.7,1.1,5.2,199.9,50.7
236,부여,2024-05,28.9,6.7,1011.9,74,134,1.3,4,268.3,61.33
236,부여,2024-06,35.8,11.3,1006.5,72,91.2,1.2,4.7,255.9,58.5
236,부여,2024-07,34.2,20.5,1005.5,86,470.8,1.1,6.6,113.9,25.6
236,부여,2024-08,35.7,20.6,1005.7,81,40.8,.6,4.1,226.4,54.09
236,부여,2024-09,35.6,15.5,1011.3,80,162.6,.6,5.1,196.8,52.89
236,부여,2024-10,25.3,5.4,1018.4,84,84.5,.6,5.4,140,40.1
236,부여,2024-11,24,-3.1,1020.7,76,46,.7,4.4,175.6,57.01
236,부여,2024-12,16.6,-8.9,1022.6,76,16.1,.6,4.8,154.7,51.23
236,부여,2025-01,11.9,-15,1023.1,76,29.9,.6,4.3,167.5,53.91
236,부여,2025-02,15.7,-13.2,1023.7,68,11.7,1.1,3.1,210.2,68.94
236,부여,2025-03,27.8,-4.9,1017.4,66,55.8,1.1,4.6,219.1,59.01
238,금산,2023-04,27.9,-2.2,994.3,63,46.1,1.3,4.7,194,49.34
238,금산,2023-05,30.9,3.3,992.8,71,211.5,1.1,5.7,191.2,45.23
238,금산,2023-06,33.1,12.8,987.1,72,196.9,1.2,6.1,225.9,51.68
238,금산,2023-07,34.4,18.3,988,87,624.5,1,7.1,132.5,29.76
238,금산,2023-08,35.2,18.5,985.8,82,248.7,1,6.2,171.2,40.84
238,금산,2023-09,31.8,12.5,992.9,85,218.5,.8,6.2,143,38.34
238,금산,2023-10,24.3,1.6,998.6,79,7.6,.8,4.2,197.4,56.38
238,금산,2023-11,26.7,-7,1000.8,73,60,1.3,4.1,169.9,56.9
238,금산,2023-12,19.4,-14.5,1003.1,79,127.7,1,4.5,136.7,45.22
238,금산,2024-01,13.3,-11.6,1003.6,74,54.3,1.1,4.2,148.9,47.91
238,금산,2024-02,17.8,-6.2,1002.6,79,95.7,1,6.3,99.5,31.55
238,금산,2024-03,21.2,-9.3,997.3,64,72.7,1.4,4.4,200.9,54.03
238,금산,2024-04,28.6,.7,993.2,69,46.4,1,5.2,197.2,50.06
238,금산,2024-05,28.8,5.2,993,69,83.2,1.2,4,279.8,64.03
238,금산,2024-06,36.7,10.6,988,68,119.7,1.1,5.1,249.7,57.1
238,금산,2024-07,34.3,20.2,987.3,83,501.5,1.3,6.8,128.6,28.92
238,금산,2024-08,35.9,19.6,987.6,78,56.7,1,4.1,226.6,56.03
238,금산,2024-09,36.5,12.5,993,79,264.8,.9,5.4,184.4,49.56
238,금산,2024-10,25,5.2,999.5,86,81,.8,6.3,126.7,36.29
238,금산,2024-11,23.9,-4.6,1001.1,76,32.7,.9,4.6,161.8,52.53
238,금산,2024-12,16.1,-9.5,1002.2,71,7.5,1,5,161.4,53.41
238,금산,2025-01,10.6,-15.5,1002.6,73,21.3,1,4.6,171.5,55.13
238,금산,2025-02,16,-12.8,1002.9,64,15.2,1.4,3.6,210.5,69.04
238,금산,2025-03,28.6,-5.6,997.5,61,36.5,1.6,4.9,196.9,53
239,세종,2023-04,27.4,.1,1004.2,59,48.8,1.8,5,188.1,47.73
239,세종,2023-05,30.2,5.2,1002.5,66,194.2,1.4,5.5,209.3,47.77
239,세종,2023-06,33.3,14.6,996.7,71,112.6,1.5,5.8,219,49.82
239,세종,2023-07,34.5,19.2,997.4,85,866.5,1.3,6.9,139.3,31.18
239,세종,2023-08,35.9,19.8,995.2,80,301.6,1.5,6.3,176.3,41.95
239,세종,2023-09,32.1,14.2,1002.6,81,373.1,1.2,6.2,140.6,37.68
239,세종,2023-10,24.2,3.7,1008.4,74,5.3,1.2,4.2,198.4,56.78
239,세종,2023-11,25.9,-5.6,1011,68,40,1.6,4.1,158.4,51.53
239,세종,2023-12,19.2,-13,1013.7,75,112.3,1.4,4.6,115.5,38.36
239,세종,2024-01,12.7,-11,1014.3,72,42.5,1.3,3.9,130.2,42.15
239,세종,2024-02,18.2,-4.9,1013.2,76,104,1.5,6.2,95.4,30.31
239,세종,2024-03,20.8,-8,1007.6,62,48.8,1.8,4.1,188.1,50.62
239,세종,2024-04,28.1,3.6,1003.1,63,43.3,1.5,5.2,192.2,48.67
239,세종,2024-05,29.1,7.3,1002.7,67,128.8,1.5,3.8,265.5,60.51
239,세종,2024-06,35.1,12.3,997.4,67,104.3,1.3,4.4,262.6,59.71
239,세종,2024-07,34.5,21.2,996.5,83,542.1,1.5,6.7,120.7,27.04
239,세종,2024-08,35.3,20.9,996.9,78,70.7,1.3,4.1,222.2,52.97
239,세종,2024-09,35.2,15.2,1002.4,77,232.1,1.4,5.3,178.5,47.95
239,세종,2024-10,24.3,6.2,1009.3,83,97.1,1.1,5.6,120.5,34.58
239,세종,2024-11,23.4,-2.2,1011.1,72,43.1,1.2,4.3,165.3,53.9
239,세종,2024-12,15.6,-8.7,1012.7,67,6,1.3,4.5,152.3,50.61
239,세종,2025-01,10,-14.2,1013.1,68,19,1.3,4.2,151.7,49.01
239,세종,2025-02,14.6,-11.6,1013.5,62,10.3,1.7,3,195.3,64.2
239,세종,2025-03,27.1,-3.6,1007.6,60,55,1.9,4.6,192.4,51.82
243,부안,2023-04,25.7,1.4,1013.7,67,48.6,1.9,5.2,178.4,45.42
243,부안,2023-05,31.9,6.3,1011.5,72,236.7,1.7,5.8,209.9,48.19
243,부안,2023-06,32.9,15.3,1006,77,247.2,1.8,6,211.8,48.51
243,부안,2023-07,34,20.4,1006.2,86,647.2,1.9,7.2,147.6,33.25
243,부안,2023-08,35.6,19.3,1004,81,168.5,1.4,5.7,224.6,53.69
243,부안,2023-09,32.2,14.3,1011.3,83,191.2,1.1,6.1,154.5,41.44
243,부안,2023-10,24.7,6,1017.7,74,13.3,1.1,4.4,221.9,63.33
243,부안,2023-11,26.7,-2.5,1020.6,73,104.7,1.7,5.5,139.5,45.04
243,부안,2023-12,19.9,-11.5,1023.2,81,136.2,1.5,6.6,91.1,29.97
243,부안,2024-01,14.3,-7.8,1023.9,77,54.7,1.2,5.7,129.4,41.55
243,부안,2024-02,18.4,-3.2,1022.4,81,130.9,1.5,6.2,118.2,37.39
243,부안,2024-03,20.8,-5.5,1017.4,71,75.2,1.9,4.6,184.9,49.73
243,부안,2024-04,27.4,3.7,1012.3,76,56.6,1.4,5.5,187.7,47.69
243,부안,2024-05,28.4,8.5,1012.2,73,88.3,1.8,4,272.2,62.4
243,부안,2024-06,35.5,13.2,1006.9,73,77.7,1.6,5.3,236,54.04
243,부안,2024-07,34.6,22,1005.7,83,325.5,2.1,6.5,142.6,32.15
243,부안,2024-08,36,21.6,1005.8,79,37.2,1.4,4.1,252.2,60.38
243,부안,2024-09,35.7,16.1,1011.2,79,165.1,1.1,4.9,191.7,51.53
243,부안,2024-10,26.1,6.6,1018.3,80,71.6,1,5.6,152.2,43.54
243,부안,2024-11,23.5,-1.8,1020.7,72,50.4,1.3,4.7,156.9,50.79
243,부안,2024-12,17.7,-6.5,1022.8,72,35,1.2,5.9,117.3,38.61
243,부안,2025-01,12.1,-14.2,1023.2,75,44.8,1.2,4.9,152.5,48.88
243,부안,2025-02,16.4,-10.9,1023.9,70,35.6,1.4,5,170.1,55.66
243,부안,2025-03,28.2,-1.8,1017.4,65,43,2.1,4.8,201.2,54.14
244,임실,2023-04,27,-1.7,985.6,67,62.6,1.4,5.1,183.1,46.61
244,임실,2023-05,31.3,3.1,984.1,73,222,1.2,5.8,192.7,44.26
244,임실,2023-06,32.5,12.3,978.9,76,208.1,1.2,6.2,205.7,47.14
244,임실,2023-07,33.5,18.6,979.9,88,708.5,1.3,7.3,122.7,27.67
244,임실,2023-08,34.9,18.9,977.4,83,328.2,1.1,6.3,188.3,45.02
244,임실,2023-09,31.2,12.3,984.2,84,151.6,.8,6.5,145.6,39.08
244,임실,2023-10,23.9,2,989.8,77,11.1,.8,4.5,211.8,60.43
244,임실,2023-11,25.8,-4.6,991.9,73,91.5,1.2,4.6,147.1,47.51
244,임실,2023-12,19.6,-12.4,993.9,79,129.8,1,4.9,117.6,38.61
244,임실,2024-01,14.5,-10.4,994.2,76,48.1,1,4.3,135.3,43.42
244,임실,2024-02,16.4,-5.6,993.1,79,108.5,1.1,6.3,105.1,33.24
244,임실,2024-03,22.7,-9.1,988.4,68,73.6,1.3,4.7,185.2,49.84
244,임실,2024-04,28.2,1.8,984.3,72,74.3,1.1,5.6,184.6,46.92
244,임실,2024-05,29.3,6.3,984.4,71,104.5,1.4,4,282.7,64.84
244,임실,2024-06,34.6,9.7,979.7,73,100.4,1.1,5.7,210.9,48.33
244,임실,2024-07,32.9,19.7,979.4,85,369.7,1.5,7,108.3,24.44
244,임실,2024-08,34.8,20,979.3,82,107.9,1.1,4.3,227.8,54.58
244,임실,2024-09,34.6,12.7,984.5,81,276.6,1,5.2,187.7,50.5
244,임실,2024-10,25.3,3.8,990.4,83,83.1,.8,5.8,147.7,42.21
244,임실,2024-11,22.7,-4.1,992.1,78,69.5,.9,5,143.8,46.51
244,임실,2024-12,17,-9.1,993.1,75,23.7,.9,5.5,129.1,42.43
244,임실,2025-01,12.1,-16.2,993.5,76,52.6,.9,4.9,148.6,47.61
244,임실,2025-02,14.5,-15.3,993.8,69,27.5,1.2,4.8,183.4,60.01
244,임실,2025-03,26.2,-8.2,988.5,66,38.4,1.5,4.9,194.3,52.32
245,정읍,2023-04,25.9,-.5,1007,62,47.9,1.7,5.1,193.7,49.31
245,정읍,2023-05,32.2,5,1005,67,202.1,1.4,5.9,206.4,47.42
245,정읍,2023-06,34.9,14,999.6,72,230.8,1.5,6.1,215.9,49.53
245,정읍,2023-07,34.7,20.6,999.9,81,705.4,1.7,7.2,143.8,32.42
245,정읍,2023-08,35.4,19.1,997.6,78,260.2,1.4,5.7,213.1,52.66
245,정읍,2023-09,32.2,14,1004.7,79,198.8,1.1,6.2,163.9,43.96
245,정읍,2023-10,25.5,5.6,1011,71,16.7,1.2,4.2,229.9,65.59
245,정읍,2023-11,26.8,-3.1,1013.7,69,90.9,1.9,4.8,153,49.37
245,정읍,2023-12,19.5,-11.4,1016.1,75,124,1.5,5.6,117.3,38.51
245,정읍,2024-01,13.9,-8.6,1016.7,72,67.9,1.3,4.8,139,44.57
245,정읍,2024-02,18,-3.8,1015.2,76,106,1.4,6.4,109.6,34.66
245,정읍,2024-03,21.5,-7,1010.4,66,69.3,2,4.5,194.7,54.13
245,정읍,2024-04,29.7,3.2,1005.5,72,70.8,1.7,5.6,188.7,47.95
245,정읍,2024-05,29.8,7.1,1005.5,69,83.9,2.2,4.1,264.9,62.82
245,정읍,2024-06,37.5,11.6,1000.3,70,76.3,2,5.6,219.3,50.3
245,정읍,2024-07,35.9,21.5,999.3,81,307.4,3,6.7,129.3,30.17
245,정읍,2024-08,36.7,21.7,999.3,78,126.9,1.6,4.2,250.5,60.01
245,정읍,2024-09,37.3,15.9,1004.6,78,153.6,1.5,5.2,204.5,55.02
245,정읍,2024-10,26.3,5.8,1011.4,81,87.8,1.6,5.7,156.3,44.7
245,정읍,2024-11,24.4,-3,1013.8,73,47.2,1.9,4.9,167.4,54.1
245,정읍,2024-12,17.8,-7.8,1015.6,72,29.6,1.9,6,134.4,44.15
245,정읍,2025-01,10.9,-14.2,1016,75,42.4,1.7,4.9,162.7,52.06
245,정읍,2025-02,16.9,-11.1,1016.7,69,40.4,2.2,5.1,168.6,55.17
245,정읍,2025-03,28.4,-3.1,1010.4,64,42.3,2.5,4.8,212.9,57.31
247,남원,2023-04,27.9,-2,999.8,62,37.9,2.2,5.1,191.3,48.73
247,남원,2023-05,31.7,4.4,998,70,172.6,2,6,193,44.37
247,남원,2023-06,33.5,13.4,992.7,73,273,1.5,6.3,203.8,46.8
247,남원,2023-07,34.7,19,993.4,85,628.9,1.6,7.5,130.1,29.36
247,남원,2023-08,37,19.2,990.7,81,294.2,1.6,6.3,197.6,48.8
247,남원,2023-09,32.2,14.3,997.7,80,107.1,1.5,6.4,154.9,41.57
247,남원,2023-10,24.8,3.1,1003.7,73,9.9,1.4,4.6,221.4,63.13
247,남원,2023-11,26.7,-5,1006.6,73,83.5,1.4,4.4,125.8,50.75
247,남원,2023-12,19.8,-11.4,1008.6,76,106.8,1.4,5.4,133.1,43.67
247,남원,2024-01,15.3,-9.5,1008.9,72,34.3,1.6,4.5,156.7,50.18
247,남원,2024-02,17.6,-5.5,1007.7,75,111.6,2.2,6.1,117.4,37.09
247,남원,2024-03,23.4,-9.1,1002.8,64,65,2,4.9,190.3,51.18
247,남원,2024-04,29.4,3.1,998.2,68,75.6,1.9,5.8,181.4,46.15
247,남원,2024-05,30.4,6.9,998.3,66,91.1,2,4.1,286.7,65.82
247,남원,2024-06,35.9,11.4,993.3,70,191,1.6,6,214,49.13
247,남원,2024-07,34.7,21,992.9,82,312.8,1.9,6.9,123.7,27.94
247,남원,2024-08,36.3,21.4,992.6,78,146.9,1.7,4.5,250.2,59.96
247,남원,2024-09,35.8,14.8,997.8,81,223,1.8,5.2,196.7,52.92
247,남원,2024-10,26,4.4,1004.2,84,100.9,1.6,5.9,153,43.73
247,남원,2024-11,23.1,-2.6,1006.4,78,60.1,1.3,5.2,147.4,49.31
247,남원,2024-12,16.3,-8.5,1007.9,73,3.7,1.2,5.7,142.9,46.9
247,남원,2025-01,13.1,-14,1008.3,73,24,1.4,4.5,177.9,56.93
247,남원,2025-02,15.7,-15,1008.6,67,22.6,1.5,4.5,118.8,54.57
247,남원,2025-03,26.9,-5.3,1002.9,63,22,2.4,5,206.8,55.67
248,장수,2023-04,26.1,-3.2,967.4,66,64.2,1.6,4.9,179.9,45.8
248,장수,2023-05,29.7,2.1,966.3,75,239.2,1.4,6,176.7,40.58
248,장수,2023-06,31.3,11.4,961.5,76,348,1.4,6.3,208,47.66
248,장수,2023-07,33.3,16.3,962.7,86,761.8,1.4,7.1,125,28.18
248,장수,2023-08,34,17.1,960.4,86,296.2,1.2,6.5,165.7,39.61
248,장수,2023-09,30.7,12.1,966.8,87,165.6,1,6.4,140.5,37.7
248,장수,2023-10,23.1,.3,971.7,78,15.9,1.1,4.5,201.6,57.53
248,장수,2023-11,25.1,-6.9,973.1,73,94.8,1.7,4.3,156,50.39
248,장수,2023-12,17.2,-14.2,974.8,78,108.9,1.4,5.1,119,40.38
248,장수,2024-01,13.3,-12.1,974.9,74,56.5,1.5,4.4,148.7,47.74
248,장수,2024-02,15.3,-6.9,974.3,80,127.7,1.3,6.4,104.4,33.02
248,장수,2024-03,21.2,-10.5,969.6,67,74.1,1.8,5.1,182.3,49.04
248,장수,2024-04,27.7,.2,966.3,73,75.7,1.2,5.8,168.7,42.86
248,장수,2024-05,28.7,4.4,966.5,70,112.2,1.5,4.3,233.7,59.36
248,장수,2024-06,33.6,8.4,962.2,75,183.3,1.2,5.9,209.9,48.08
248,장수,2024-07,32.2,19.1,962.2,84,470.2,1.6,7,104.4,23.56
248,장수,2024-08,33.8,18.1,962.3,84,67.8,1.1,4.7,202.4,48.49
248,장수,2024-09,33.4,10.4,967.3,84,278.9,1,5.6,163.4,43.95
248,장수,2024-10,24.2,2.4,972.3,85,101.8,1.1,5.8,128.6,36.76
248,장수,2024-11,22.2,-5.4,973.6,79,79.2,1.1,5.2,146.8,47.49
